Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
teste2,org.apache.cassandra.tools.nodetool,GetCompactionThroughput,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,CfStats,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
teste2,org.apache.cassandra.tools.nodetool,CfStats,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,StatusHandoff,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetStreamThroughput,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,InvalidateKeyCache,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,DescribeRing,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,HostStat,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,HostStat,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: endpoint; resolveIp; owns; token
teste2,org.apache.cassandra.tools.nodetool,SetHintedHandoffThrottleInKB,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,EnableThrift,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Repair,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Repair,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ONLY_EXPLICITLY_REPAIRED; args; sequential; dcParallel; localDC; specificDataCenters; specificHosts; startToken; endToken; primaryRange; fullRepair; numJobThreads; trace
teste2,org.apache.cassandra.tools.nodetool,Drain,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetCacheKeysToSave,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,EnableBinary,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,OptionFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,GossipInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,BootstrapResume,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,GetCompactionThreshold,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,DisableHintsForDC,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,ResetLocalSchema,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetCacheCapacity,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Verify,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,TpStats,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,DisableAutoCompaction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetHostStat,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Move,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,UpgradeSSTable,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,FailureDetectorInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Decommission,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,PauseHandoff,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,EnableAutoCompaction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,ReloadTriggers,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,GcStats,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,StatusBackup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,DescribeCluster,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetCompactionThreshold,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,Version,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,SetTraceProbability,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,EnableGossip,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.tools.nodetool,DisableBackup,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,IAsyncCallbackWithFailure,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,MessagingService,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MBEAN_NAME; VERSION_12; VERSION_20; VERSION_21; VERSION_22; VERSION_30; current_version; FAILURE_CALLBACK_PARAM; ONE_BYTE; FAILURE_RESPONSE_PARAM; PROTOCOL_MAGIC; allNodesAtLeast22; allNodesAtLeast30; verbStages; verbSerializers; callbackDeserializers; callbacks; instance; verbHandlers; connectionManagers; logger; LOG_DROPPED_INTERVAL_IN_MS; socketThreads; listenGate; DROPPABLE_VERBS; metrics; droppedInternalTimeout; droppedCrossNodeTimeout; droppedMessagesMap; subscribers; versions; messageSinks; instance; instance; idGen; server; connections
teste2,org.apache.cassandra.net,MessagingService,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HintsStore; StorageService; VersionedValue; MessagingService; BootStrapper; RangeStreamer; Gossiper; FailureDetector; FileUtils; JVMStabilityInspector; DatabaseDescriptor; SSTableFormat; SSTableWriter; RowIndexEntry; DeletionTime; FBUtilities; FastByteOperations; BestHolder; ObjectSizes; ByteBufferUtil; Hex; UUIDGen; Schema; SystemKeyspace; QueryProcessor; ResultMessage; Rows; ResultSet; ResultMetadata; PagingState; Server; CBUtil; Event; TopologyChange; StatusChange; SchemaChange; Message; Frame; Header; ErrorMessage; MD5Digest; ClientWarn; SSLFactory; LatestEvent; AbstractType; CQL3Type; CollectionSerializer; ColumnIdentifier; Selector; AssignmentTestable; Collection; Selectable; WritetimeOrTTLSelector; LongType; Constants; DateType; TimestampType; TimestampSerializer; LongSerializer; Int32Type; Int32Serializer; SelectorFactories; AbstractFunctionSelector; AggregateFcts; SelectionColumnMapping; Lists; QueryOptions; Terms; Value; Appender; FieldSelector; UTF8Type; Json; AsciiType; BytesType; BytesSerializer; Clustering; ClusteringPrefix; Slice; Bound; RangeTombstone; CBuilder; Serializer; IndexMetadata; IndexTarget; LegacyLayout; CFMetaData; PartitionColumns; Columns; BTree; BTreeSet; CreateTableStatement; CompactTables; MigrationManager; StageManager; SchemaKeyspace; KeyspaceParams; ReplicationParams; UntypedResultSet; SelectStatement; Selection; RawSelector; CounterContext; CompactionManager; SSTableReader; Component; Descriptor; BigFormat; BigVersion; Directories; Component; BlacklistedDirectories; LifecycleTransaction; LogTransaction; SSTable; SnapshotDeletingTask; WindowsFailedSnapshotTracker; LogFile; LogRecord; CacheService; SinglePartitionReadCommand; Slices; ComponentOfSlice; Memtable; CommitLog; CommitLogArchiver; CommitLogDescriptor; CommitLogReplayer; CommitLogSegment; CLibrary; SerializationHelper; ColumnFilter; ColumnSubselection; CellPath; ReplayFilter; RandomAccessReader; MmappedRegions; CompressionMetadata; Ref; Keyspace; AbstractReplicationStrategy; TokenMetadata; ColumnFamilyStore; ViewManager; TemporalRow; LivenessInfo; TemporalCell; Conflicts; StorageProxy; HintsService; HintsCatalog; SyncUtil; HintedHandOffManager; TriggerExecutor; PartitionUpdate; MutableDeletionInfo; EncodingStats; Rows; Row; Deletion; ComplexColumnData; ByteType; ByteSerializer; Cell; BufferCell; BTreeRow; Cells; Commit; Batch; Mutation; BatchlogManager; UUIDType; UUIDSerializer; TimeUUIDType; DataLimits; CQLLimits; Tracing; TraceState; TraceKeyspace; KeyspaceMetadata; Types; Maps; Putter; ViewUtils; LegacyBatchlogMigrator; AbstractReadExecutor; SpeculativeRetryParam; TableParams; CompactionParams; SizeTieredCompactionStrategy; AbstractCompactionStrategy; CompactionController; SimpleSSTableMultiWriter; LeveledCompactionStrategy; LeveledManifest; LeveledScanner; LocalMutationRunnable; CassandraIndex; RowFilter; Expression; Row; CassandraIndexFunctions; CompositeType; TypeParser; View; AbstractBounds; Token; PartitionPosition; Helpers; SecondaryIndexManager; View; ClientState; ThriftValidation; Attributes; Memory; BufferPool; Chunk; ActiveRepairService; TableMetrics; MetadataCollector; Group; EmptyIterators; DataRange; CachedBTreePartition; ImmutableBTreePartition; AbstractBTreePartition; DeletionInfo; Slice; SerializationHeader; IndexSummary; DecoratedKey; GlobalTidy; DebuggableThreadPoolExecutor; IndexSummaryBuilder; CompactionInfo; AutoSavingCache; CompactionMetrics; ReadQuery; ReadOrderGroup; QueryPager; StatementRestrictions; Indexes; PartitionRangeReadCommand; RowUpdateBuilder; Sets; Adder; LegacyBound; LegacyCell; LegacyDeletionInfo; CellGrouper; Prepared; PartitionIterators; CompactionHistoryTabularData; ThriftServer; CassandraDaemon; LegacySchemaMigrator; UnfilteredRowIterators; UnfilteredRowMergeIterator; UDFunction; UDHelper; FunctionExecutionException; UDAggregate; GCInspector; StatusLogger; RepairMessage; ValidationRequest; RepairJobDesc; ValidationComplete; MerkleTrees; MerkleTree; Hashable; Inner; Leaf; SyncRequest; SyncComplete; AnticompactionRequest; PrepareMessage; SnapshotMessage; HintMessage; HintResponse; PrepareResponse; OutboundTcpConnection; StreamManager; StreamStateCompositeData; SessionInfoCompositeData; StreamSession; LoadBroadcaster; PendingRangeCalculatorService; SSTableLoader; TokenSerializer; SystemDistributedKeyspace; AuthKeyspace; Roles; RepairOption; HintsWriter; HintsBuffer
teste2,org.apache.cassandra.net,MessagingService,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 67 public methods
teste2,org.apache.cassandra.net,MessagingService,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: DroppedMessageMetrics; Tracing; ReconnectableSnitchHelper; DynamicEndpointSnitch; NodeProbe; MessagingService; SocketThread; MessageIn; WriteCallbackInfo; MessageDeliveryTask; ResponseVerbHandler; OutboundTcpConnection; QueuedMessage; MessageOut; IncomingTcpConnection; IncomingStreamingConnection; StatementRestrictions; DatabaseDescriptor; CassandraRoleManager; AbstractBounds; AbstractBoundsSerializer; SSTableSimpleIterator; BigFormat; BigVersion; MerkleTree; Inner; InnerSerializer; Leaf; LeafSerializer; StatusLogger; Batch; Serializer; BatchStoreVerbHandler; BatchlogManager; ReplayingBatch; LegacyBatchlogMigrator; StreamRequest; StreamRequestSerializer; StreamSummary; StreamSummarySerializer; ReplicationFinishedVerbHandler; RetryMessage; ReceivedMessage; FileMessageHeader; FileMessageHeaderSerializer; StreamInitMessage; StreamInitMessageSerializer; Gossiper; GossipTask; GossipDigestSynVerbHandler; VersionedValue; VersionedValueFactory; GossipDigestAckVerbHandler; StageManager; ReadCommand; Serializer; RangeSliceSerializer; LegacyRangeSliceCommandSerializer; LegacyPagedRangeCommandSerializer; LegacyReadCommandSerializer; ReadRepairVerbHandler; CounterMutationVerbHandler; Mutation; MutationSerializer; ReadResponse; LocalDataResponse; DataResponse; Serializer; RangeSliceSerializer; LegacyRangeSliceReplySerializer; CounterMutation; TruncateResponse; SinglePartitionReadCommand; SchemaCheckVerbHandler; ReadCommandVerbHandler; TruncateVerbHandler; WriteResponse; PartitionRangeReadCommand; Truncation; MigrationRequestVerbHandler; LegacyLayout; SystemKeyspace; UnfilteredDeserializer; SnapshotCommand; UnfilteredRowIterators; CachedBTreePartition; Serializer; UnfilteredPartitionIterators; Serializer; PartitionUpdate; PartitionUpdateSerializer; CommitLogDescriptor; CommitLog; RowFilter; Expression; Serializer; SnapshotVerbHandler; EchoVerbHandler; MigrationManager; ReadCallback; AsyncRepairRunner; AbstractReadExecutor; SpeculatingReadExecutor; ActiveRepairService; StorageService; MigrationTask; ProposeVerbHandler; Commit; CommitSerializer; PrepareVerbHandler; CommitVerbHandler; PrepareResponse; PrepareResponseSerializer; PagingState; RowMark; Validator; RepairJobDesc; RepairJobDescSerializer; SnapshotTask; RepairMessageVerbHandler; RemoteSyncTask; StreamingRepairTask; ValidationTask; AnticompactionTask; RepairMessage; AnticompactionRequest; AnticompactionRequestSerializer; PrepareMessage; PrepareMessageSerializer; SyncRequest; SyncRequestSerializer; HintsDispatcher; Callback; EncodedHintMessage; HintsBufferPool; HintResponse; HintVerbHandler; HintsBuffer; Allocation; HintMessage; HintsDescriptor. Outgoing dependencies: MessagingService; CallbackDeterminedSerializer; BootStrapper; RepairMessage; GossipDigestAck; GossipDigestAck2; GossipDigestSyn; EchoMessage; Commit; HintMessage; Batch; HintResponse; PrepareResponse; MSHandle; MSTestHandle; ScheduledExecutors; ConnectionMetrics; ServerEncryptionOptions; Tracing; OutboundTcpConnection; StageManager; DatabaseDescriptor; SSLFactory; FileUtils
teste2,org.apache.cassandra.net,CallbackDeterminedSerializer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance
teste2,org.apache.cassandra.net,DroppedMessages,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,MSHandle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: instance
teste2,org.apache.cassandra.net,MSHandle,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance
teste2,org.apache.cassandra.net,MSTestHandle,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: instance
teste2,org.apache.cassandra.net,MSTestHandle,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: instance
teste2,org.apache.cassandra.net,SocketThread,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,IAsyncCallback,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,IAsyncCallback,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: isAlive
teste2,org.apache.cassandra.net,MessageIn,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; from; payload; parameters; verb; version
teste2,org.apache.cassandra.net,IVerbHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,WriteCallbackInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,MessageDeliveryTask,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,ResponseVerbHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,OutboundTcpConnectionPool,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: LARGE_MESSAGE_THRESHOLD; id; started; smallMessages; largeMessages; gossipMessages; resetEndpoint; metrics
teste2,org.apache.cassandra.net,OutboundTcpConnection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; PREFIX; INTRADC_TCP_NODELAY_PROPERTY; INTRADC_TCP_NODELAY; BUFFER_SIZE_PROPERTY; BUFFER_SIZE; CLOSE_SENTINEL; isStopped; OPEN_RETRY_DELAY; WAIT_FOR_VERSION_MAX_TIME; NO_VERSION; LZ4_HASH_SEED; backlog; poolReference; cs; out; socket; completed; dropped; currentMsgBufferCount; targetVersion; message; id; timestampNanos; droppable
teste2,org.apache.cassandra.net,QueuedMessage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,RetriedQueuedMessage,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,IMessageSink,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,AsyncOneResponse,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,MessageOut,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,MessageOut,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: from; verb; payload; serializer; parameters; payloadSize; payloadSizeVersion
teste2,org.apache.cassandra.net,IncomingTcpConnection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,IncomingTcpConnection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; BUFFER_SIZE; version; compressed; socket; group; from
teste2,org.apache.cassandra.net,IncomingStreamingConnection,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.net,CallbackInfo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
teste2,org.apache.cassandra.transport,Message,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: logger; ioExceptionsAtDebugLevel; opcode; direction; codec; opcodeIdx; type; connection; streamId; sourceFrame; customPayload; tracingRequested; tracingId; warnings; ctx; response; sourceFrame; eventLoop; queued; running; channels; flushed; runsSinceFlush; runsWithNoWork; flusherLookup; channel; alwaysLogAtError
teste2,org.apache.cassandra.transport,Message,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HintsStore; StorageService; VersionedValue; MessagingService; BootStrapper; RangeStreamer; Gossiper; FailureDetector; FileUtils; JVMStabilityInspector; DatabaseDescriptor; SSTableFormat; SSTableWriter; RowIndexEntry; DeletionTime; FBUtilities; FastByteOperations; BestHolder; ObjectSizes; ByteBufferUtil; Hex; UUIDGen; Schema; SystemKeyspace; QueryProcessor; ResultMessage; Rows; ResultSet; ResultMetadata; PagingState; Server; CBUtil; Event; TopologyChange; StatusChange; SchemaChange; Message; Frame; Header; ErrorMessage; MD5Digest; ClientWarn; SSLFactory; LatestEvent; AbstractType; CQL3Type; CollectionSerializer; ColumnIdentifier; Selector; AssignmentTestable; Collection; Selectable; WritetimeOrTTLSelector; LongType; Constants; DateType; TimestampType; TimestampSerializer; LongSerializer; Int32Type; Int32Serializer; SelectorFactories; AbstractFunctionSelector; AggregateFcts; SelectionColumnMapping; Lists; QueryOptions; Terms; Value; Appender; FieldSelector; UTF8Type; Json; AsciiType; BytesType; BytesSerializer; Clustering; ClusteringPrefix; Slice; Bound; RangeTombstone; CBuilder; Serializer; IndexMetadata; IndexTarget; LegacyLayout; CFMetaData; PartitionColumns; Columns; BTree; BTreeSet; CreateTableStatement; CompactTables; MigrationManager; StageManager; SchemaKeyspace; KeyspaceParams; ReplicationParams; UntypedResultSet; SelectStatement; Selection; RawSelector; CounterContext; CompactionManager; SSTableReader; Component; Descriptor; BigFormat; BigVersion; Directories; Component; BlacklistedDirectories; LifecycleTransaction; LogTransaction; SSTable; SnapshotDeletingTask; WindowsFailedSnapshotTracker; LogFile; LogRecord; CacheService; SinglePartitionReadCommand; Slices; ComponentOfSlice; Memtable; CommitLog; CommitLogArchiver; CommitLogDescriptor; CommitLogReplayer; CommitLogSegment; CLibrary; SerializationHelper; ColumnFilter; ColumnSubselection; CellPath; ReplayFilter; RandomAccessReader; MmappedRegions; CompressionMetadata; Ref; Keyspace; AbstractReplicationStrategy; TokenMetadata; ColumnFamilyStore; ViewManager; TemporalRow; LivenessInfo; TemporalCell; Conflicts; StorageProxy; HintsService; HintsCatalog; SyncUtil; HintedHandOffManager; TriggerExecutor; PartitionUpdate; MutableDeletionInfo; EncodingStats; Rows; Row; Deletion; ComplexColumnData; ByteType; ByteSerializer; Cell; BufferCell; BTreeRow; Cells; Commit; Batch; Mutation; BatchlogManager; UUIDType; UUIDSerializer; TimeUUIDType; DataLimits; CQLLimits; Tracing; TraceState; TraceKeyspace; KeyspaceMetadata; Types; Maps; Putter; ViewUtils; LegacyBatchlogMigrator; AbstractReadExecutor; SpeculativeRetryParam; TableParams; CompactionParams; SizeTieredCompactionStrategy; AbstractCompactionStrategy; CompactionController; SimpleSSTableMultiWriter; LeveledCompactionStrategy; LeveledManifest; LeveledScanner; LocalMutationRunnable; CassandraIndex; RowFilter; Expression; Row; CassandraIndexFunctions; CompositeType; TypeParser; View; AbstractBounds; Token; PartitionPosition; Helpers; SecondaryIndexManager; View; ClientState; ThriftValidation; Attributes; Memory; BufferPool; Chunk; ActiveRepairService; TableMetrics; MetadataCollector; Group; EmptyIterators; DataRange; CachedBTreePartition; ImmutableBTreePartition; AbstractBTreePartition; DeletionInfo; Slice; SerializationHeader; IndexSummary; DecoratedKey; GlobalTidy; DebuggableThreadPoolExecutor; IndexSummaryBuilder; CompactionInfo; AutoSavingCache; CompactionMetrics; ReadQuery; ReadOrderGroup; QueryPager; StatementRestrictions; Indexes; PartitionRangeReadCommand; RowUpdateBuilder; Sets; Adder; LegacyBound; LegacyCell; LegacyDeletionInfo; CellGrouper; Prepared; PartitionIterators; CompactionHistoryTabularData; ThriftServer; CassandraDaemon; LegacySchemaMigrator; UnfilteredRowIterators; UnfilteredRowMergeIterator; UDFunction; UDHelper; FunctionExecutionException; UDAggregate; GCInspector; StatusLogger; RepairMessage; ValidationRequest; RepairJobDesc; ValidationComplete; MerkleTrees; MerkleTree; Hashable; Inner; Leaf; SyncRequest; SyncComplete; AnticompactionRequest; PrepareMessage; SnapshotMessage; HintMessage; HintResponse; PrepareResponse; OutboundTcpConnection; StreamManager; StreamStateCompositeData; SessionInfoCompositeData; StreamSession; LoadBroadcaster; PendingRangeCalculatorService; SSTableLoader; TokenSerializer; SystemDistributedKeyspace; AuthKeyspace; Roles; RepairOption; HintsWriter; HintsBuffer
teste2,org.apache.cassandra.transport,Message,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
teste2,org.apache.cassandra.transport,Codec,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
